id;device_id;animal_id;animal_type;timestamp;device_status;device_battery;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z;orientation_x;orientation_y;orientation_z;temperature;Class;;
7013100;D9163AA3B98F;3986;1;2023-10-01 00:17:18.500000+00:00;0;61;335.361;-544.621;-936.082;0;0;0;-149;0;0;26.31045;;;
7013101;D9163AA3B98F;3986;1;2023-10-01 00:17:49.500000+00:00;0;61;201.812;-750.157;-626.537;0;0;0;-129;52;0;26.31045;;;
7013102;D9163AA3B98F;3986;1;2023-10-01 00:18:19.500000+00:00;0;62;549.585;-509.123;-719.128;0;0;0;-144;0;0;26.061852;;;
7013103;D9163AA3B98F;3986;1;2023-10-01 00:18:50.500000+00:00;0;62;619.587;-507.634;-668.488;0;0;0;-142;0;0;26.31045;;;
7013104;D9163AA3B98F;3986;1;2023-10-01 00:19:20.500000+00:00;0;60;760.086;-447.81;-597.742;0;0;0;-143;0;0;26.061852;;;
7013105;D9163AA3B98F;3986;1;2023-10-01 00:19:37.500000+00:00;0;61;472.385;57.342;-651.857;0;0;0;174;0;0;26.061852;;;
7013107;D9163AA3B98F;3986;1;2023-10-01 00:19:51.500000+00:00;0;61;644.162;-386.497;-560.507;0;0;0;-145;0;0;26.061852;;;
7013108;D9163AA3B98F;3986;1;2023-10-01 00:20:21.500000+00:00;0;61;507.386;-651.36;-732.036;0;0;0;-138;0;0;26.061852;;;
7013109;D9163AA3B98F;3986;1;2023-10-01 00:20:52.500000+00:00;0;62;407.1;-454.264;-798.065;0;0;0;-150;0;0;26.061852;;;
7013110;D9163AA3B98F;3986;1;2023-10-01 00:21:22.500000+00:00;0;61;520.046;-456.995;-614.374;0;0;0;-143;0;0;25.810255;;;
7013111;D9163AA3B98F;3986;1;2023-10-01 00:21:53.500000+00:00;0;61;411.32;-449.548;-883.953;0;0;0;-153;0;0;25.810255;;;
7013112;D9163AA3B98F;3986;1;2023-10-01 00:22:23.500000+00:00;0;61;416.285;-785.157;-869.06;0;0;0;-137;0;0;25.810255;;;
7013113;D9163AA3B98F;3986;1;2023-10-01 00:22:54.500000+00:00;0;62;272.31;-562.245;-774.98;0;0;0;-144;0;0;25.810255;;;
7013114;D9163AA3B98F;3986;1;2023-10-01 00:23:24.500000+00:00;0;61;565.72;-478.839;-611.891;0;0;0;-141;0;0;25.561657;;;
7013115;D9163AA3B98F;3986;1;2023-10-01 00:23:55.500000+00:00;0;62;291.176;-290.679;-687.106;0;0;0;-157;0;0;25.810255;;;
7013116;D9163AA3B98F;3986;1;2023-10-01 00:24:26.500000+00:00;0;61;448.307;-476.605;-836.541;0;0;0;-150;0;0;25.810255;;;
7013117;D9163AA3B98F;3986;1;2023-10-01 00:24:56.500000+00:00;0;61;342.312;-550.578;-917.713;0;0;0;-149;0;0;25.810255;;;
7013118;D9163AA3B98F;3986;1;2023-10-01 00:25:27.500000+00:00;0;61;527.989;-394.44;-560.259;0;0;0;-144;0;0;25.810255;;;
7013119;D9163AA3B98F;3986;1;2023-10-01 00:25:57.500000+00:00;0;61;372.099;-597.246;-911.011;0;0;0;-146;0;0;25.810255;;;
7013120;D9163AA3B98F;3986;1;2023-10-01 00:26:28.500000+00:00;0;62;-858.882;-272.31;-467.669;0;0;0;-149;0;0;25.810255;;;
7013121;D9163AA3B98F;3986;1;2023-10-01 00:26:58.500000+00:00;0;61;-711.432;-427.207;-550.826;0;0;0;-142;0;0;25.810255;;;
7013122;D9163AA3B98F;3986;1;2023-10-01 00:27:29.500000+00:00;0;61;-791.859;-285.963;-552.068;0;0;0;-152;0;0;25.810255;;;
7013123;D9163AA3B98F;3986;1;2023-10-01 00:27:59.500000+00:00;0;62;-783.916;-300.609;-507.138;0;0;0;-149;0;0;25.810255;;;
7013124;D9163AA3B98F;3986;1;2023-10-01 00:28:30.500000+00:00;0;61;-812.959;-291.921;-538.415;0;0;0;-151;0;0;26.061852;;;
7013125;D9163AA3B98F;3986;1;2023-10-01 00:29:00.500000+00:00;0;61;-795.086;-273.8;-522.031;0;0;0;-152;0;0;26.061852;;;
7013126;D9163AA3B98F;3986;1;2023-10-01 00:29:31.500000+00:00;0;61;-800.796;-251.211;-524.266;0;0;0;-154;0;0;26.061852;;;
7013127;D9163AA3B98F;3986;1;2023-10-01 00:30:01.500000+00:00;0;61;-823.137;-260.892;-509.62;0;0;0;-152;0;0;26.061852;;;
7013128;D9163AA3B98F;3986;1;2023-10-01 00:30:32.500000+00:00;0;61;-786.895;-319.474;-533.202;0;0;0;-149;0;0;26.061852;;;
7013129;D9163AA3B98F;3986;1;2023-10-01 00:31:02.500000+00:00;0;61;-671.467;-388.483;-611.891;0;0;0;-147;0;0;26.061852;;;
7013130;D9163AA3B98F;3986;1;2023-10-01 00:31:33.500000+00:00;0;62;-702.992;-392.206;-609.409;0;0;0;-147;0;0;26.31045;;;
7013131;D9163AA3B98F;3986;1;2023-10-01 00:32:03.500000+00:00;0;61;-268.587;-503.166;-841.754;0;0;0;-149;0;0;26.31045;;;
7013132;D9163AA3B98F;3986;1;2023-10-01 00:32:34.500000+00:00;0;61;-657.566;-390.469;-656.573;0;0;0;-149;0;0;26.31045;;;
7013133;D9163AA3B98F;3986;1;2023-10-01 00:33:04.500000+00:00;0;61;-682.141;-414.795;-616.608;0;0;0;-146;0;0;26.31045;;;
7013134;D9163AA3B98F;3986;1;2023-10-01 00:33:35.500000+00:00;0;61;-697.035;-415.292;-608.416;0;0;0;-145;0;0;26.562046;;;
7013135;D9163AA3B98F;3986;1;2023-10-01 00:34:05.500000+00:00;0;61;-676.432;-430.434;-621.324;0;0;0;-145;0;0;26.31045;;;
7013136;D9163AA3B98F;3986;1;2023-10-01 00:34:36.500000+00:00;0;61;-682.637;-382.277;-637.211;0;0;0;-149;0;0;26.562046;;;
7013137;D9163AA3B98F;3986;1;2023-10-01 00:35:06.500000+00:00;0;62;-683.879;-376.071;-636.715;0;0;0;-149;0;0;26.562046;;;
7013138;D9163AA3B98F;3986;1;2023-10-01 00:35:37.500000+00:00;0;61;-600.224;-381.284;-710.191;0;0;0;-151;0;0;26.562046;;;
7013139;D9163AA3B98F;3986;1;2023-10-01 00:36:08.500000+00:00;0;61;-15.142;-246.991;-949.487;0;0;0;-165;-3;0;26.562046;;;
7013140;D9163AA3B98F;3986;1;2023-10-01 00:36:38.500000+00:00;0;60;11.419;-174.507;-963.139;0;0;0;-169;2;0;26.562046;;;
7013141;D9163AA3B98F;3986;1;2023-10-01 00:37:09.500000+00:00;0;61;43.689;-113.194;-968.352;0;0;0;-173;9;0;27.06224;;;
7013142;D9163AA3B98F;3986;1;2023-10-01 00:37:39.500000+00:00;0;61;47.164;-87.874;-973.069;0;0;0;-174;10;0;27.06224;;;
7013143;D9163AA3B98F;3986;1;2023-10-01 00:38:10.500000+00:00;0;62;56.845;-66.526;-973.317;0;0;0;-176;12;0;27.06224;;;
7013144;D9163AA3B98F;3986;1;2023-10-01 00:38:40.500000+00:00;0;61;48.902;-15.39;-974.062;0;0;0;-179;11;0;27.31084;;;
7013145;D9163AA3B98F;3986;1;2023-10-01 00:38:54.500000+00:00;0;61;53.37;0.0;-975.303;0;0;0;180;12;0;27.31084;;;
7013146;D9163AA3B98F;3986;1;2023-10-01 00:38:55.500000+00:00;0;61;49.15;-0.745;-974.062;0;0;0;-179;11;0;27.31084;;;
7013147;D9163AA3B98F;3986;1;2023-10-01 00:38:56.500000+00:00;0;61;47.412;0.496;-972.076;0;0;0;179;10;0;27.31084;;;
7013148;D9163AA3B98F;3986;1;2023-10-01 00:39:11.500000+00:00;0;62;46.171;13.653;-973.069;0;0;0;179;10;0;27.31084;;;
7013149;D9163AA3B98F;3986;1;2023-10-01 00:39:36.500000+00:00;0;62;15.142;-94.08;-962.395;0;0;0;-174;3;0;27.31084;;;
7013150;D9163AA3B98F;3986;1;2023-10-01 00:39:41.500000+00:00;0;61;-307.559;-496.215;-920.444;0;0;0;-151;0;0;27.31084;;;
7013151;D9163AA3B98F;3986;1;2023-10-01 00:40:12.500000+00:00;0;62;-759.589;-398.164;-529.975;0;0;0;-143;0;0;27.811035;;;
7013152;D9163AA3B98F;3986;1;2023-10-01 00:40:42.500000+00:00;0;61;-819.165;-349.262;-482.563;0;0;0;-144;0;0;27.811035;;;
7013153;D9163AA3B98F;3986;1;2023-10-01 00:41:13.500000+00:00;0;61;-834.804;-342.808;-464.938;0;0;0;-143;0;0;27.811035;;;
7013154;D9163AA3B98F;3986;1;2023-10-01 00:41:43.500000+00:00;0;61;-732.036;-454.761;-540.897;0;0;0;-139;0;0;28.06263;;;
7013155;D9163AA3B98F;3986;1;2023-10-01 00:42:14.500000+00:00;0;61;-754.128;-474.371;-493.485;0;0;0;-136;0;0;27.811035;;;
7013156;D9163AA3B98F;3986;1;2023-10-01 00:42:44.500000+00:00;0;61;-764.057;-466.676;-480.577;0;0;0;-135;0;0;28.06263;;;
7013157;D9163AA3B98F;3986;1;2023-10-01 00:43:15.500000+00:00;0;62;-771.504;-463.945;-462.456;0;0;0;-134;0;0;28.06263;;;
7013158;D9163AA3B98F;3986;1;2023-10-01 00:43:45.500000+00:00;0;61;-770.263;-464.69;-466.428;0;0;0;-135;0;0;28.06263;;;
7013159;D9163AA3B98F;3986;1;2023-10-01 00:44:16.500000+00:00;0;61;-779.696;-473.13;-465.186;0;0;0;-134;0;0;28.06263;;;
7013160;D9163AA3B98F;3986;1;2023-10-01 00:44:46.500000+00:00;0;61;-767.285;-435.399;-495.967;0;0;0;-138;0;0;28.06263;;;
7013161;D9163AA3B98F;3986;1;2023-10-01 00:45:17.500000+00:00;0;62;-773.987;-484.3;-438.377;0;0;0;-132;0;0;28.31123;;;
7013162;D9163AA3B98F;3986;1;2023-10-01 00:45:47.500000+00:00;0;61;-124.612;-485.293;-831.328;0;0;0;-149;-29;0;28.31123;;;
7013163;D9163AA3B98F;3986;1;2023-10-01 00:46:18.500000+00:00;0;61;-809.732;-257.168;-548.344;0;0;0;-154;0;0;28.31123;;;
7013164;D9163AA3B98F;3986;1;2023-10-01 00:46:48.500000+00:00;0;62;-689.588;-380.539;-656.573;0;0;0;-149;0;0;28.31123;;;
7013165;D9163AA3B98F;3986;1;2023-10-01 00:47:19.500000+00:00;0;61;-620.828;-357.454;-704.482;0;0;0;-153;0;0;28.31123;;;
7013166;D9163AA3B98F;3986;1;2023-10-01 00:47:49.500000+00:00;0;60;-493.485;-393.696;-779.696;0;0;0;-153;0;0;28.06263;;;
7013167;D9163AA3B98F;3986;1;2023-10-01 00:48:20.500000+00:00;0;62;-705.475;-211.245;-694.304;0;0;0;-163;0;0;28.31123;;;
7013168;D9163AA3B98F;3986;1;2023-10-01 00:48:51.500000+00:00;0;62;-606.182;-351.0;-711.929;0;0;0;-153;0;0;28.06263;;;
7013169;D9163AA3B98F;3986;1;2023-10-01 00:49:21.500000+00:00;0;60;-548.592;-389.724;-701.751;0;0;0;-150;0;0;28.06263;;;
7013170;D9163AA3B98F;3986;1;2023-10-01 00:49:52.500000+00:00;0;60;-550.826;-487.279;-700.014;0;0;0;-145;0;0;28.06263;;;
7013171;D9163AA3B98F;3986;1;2023-10-01 00:50:22.500000+00:00;0;61;-561.749;-500.187;-742.213;0;0;0;-146;0;0;27.811035;;;
7013172;D9163AA3B98F;3986;1;2023-10-01 00:50:53.500000+00:00;0;62;-555.791;-429.441;-714.163;0;0;0;-148;0;0;27.811035;;;
7013173;D9163AA3B98F;3986;1;2023-10-01 00:51:23.500000+00:00;0;60;-547.351;-454.512;-733.525;0;0;0;-148;0;0;27.811035;;;
7013174;D9163AA3B98F;3986;1;2023-10-01 00:51:54.500000+00:00;0;62;-504.903;-477.35;-705.227;0;0;0;-145;0;0;27.811035;;;
7013175;D9163AA3B98F;3986;1;2023-10-01 00:52:24.500000+00:00;0;60;-525.258;-400.646;-719.376;0;0;0;-150;0;0;27.811035;;;
7013176;D9163AA3B98F;3986;1;2023-10-01 00:52:55.500000+00:00;0;61;-537.918;-406.107;-715.156;0;0;0;-150;0;0;27.811035;;;
7013177;D9163AA3B98F;3986;1;2023-10-01 00:53:25.500000+00:00;0;61;-552.068;-412.065;-731.787;0;0;0;-150;0;0;27.31084;;;
7013178;D9163AA3B98F;3986;1;2023-10-01 00:53:56.500000+00:00;0;61;-443.59;-478.094;-553.557;0;0;0;-139;0;0;27.811035;;;
7013179;D9163AA3B98F;3986;1;2023-10-01 00:54:26.500000+00:00;0;61;-560.507;-507.634;-697.283;0;0;0;-143;0;0;27.31084;;;
7013180;D9163AA3B98F;3986;1;2023-10-01 00:54:57.500000+00:00;0;61;-563.983;-366.39;-684.623;0;0;0;-151;0;0;27.31084;;;
7013181;D9163AA3B98F;3986;1;2023-10-01 00:55:27.500000+00:00;0;60;-749.164;-268.587;-608.168;0;0;0;-156;0;0;27.06224;;;
7013182;D9163AA3B98F;3986;1;2023-10-01 00:55:58.500000+00:00;0;60;-729.801;-247.735;-621.076;0;0;0;-158;0;0;27.31084;;;
7013183;D9163AA3B98F;3986;1;2023-10-01 00:56:28.500000+00:00;0;61;-624.303;-326.921;-674.446;0;0;0;-154;0;0;27.06224;;;
7013184;D9163AA3B98F;3986;1;2023-10-01 00:56:59.500000+00:00;0;60;-664.268;-336.354;-685.12;0;0;0;-153;0;0;27.06224;;;
7013185;D9163AA3B98F;3986;1;2023-10-01 00:57:29.500000+00:00;0;61;-666.502;-362.915;-658.311;0;0;0;-151;0;0;27.06224;;;
7013186;D9163AA3B98F;3986;1;2023-10-01 00:58:00.500000+00:00;0;61;-620.331;-343.553;-655.58;0;0;0;-152;0;0;27.06224;;;
7013187;D9163AA3B98F;3986;1;2023-10-01 00:58:30.500000+00:00;0;61;-664.268;-321.212;-676.432;0;0;0;-154;0;0;27.31084;;;
7013188;D9163AA3B98F;3986;1;2023-10-01 00:59:01.500000+00:00;0;61;-678.418;-372.348;-683.382;0;0;0;-151;0;0;26.810646;;;
7013189;D9163AA3B98F;3986;1;2023-10-01 00:59:31.500000+00:00;0;61;-666.751;-330.893;-687.106;0;0;0;-154;0;0;27.06224;;;
7007073;D9163AA3B98F;3986;1;2023-10-01 01:00:02.500000+00:00;0;61;-649.871;-459.477;-618.345;0;0;0;-143;0;0;27.31084;;;
7007074;D9163AA3B98F;3986;1;2023-10-01 01:00:33.500000+00:00;0;61;-629.019;-343.056;-691.326;0;0;0;-153;0;0;27.06224;;;
7007075;D9163AA3B98F;3986;1;2023-10-01 01:01:03.500000+00:00;0;61;-652.353;-378.305;-673.949;0;0;0;-150;0;0;27.06224;;;
7007076;D9163AA3B98F;3986;1;2023-10-01 01:01:34.500000+00:00;0;61;-681.645;-356.461;-666.006;0;0;0;-151;0;0;27.31084;;;
7007077;D9163AA3B98F;3986;1;2023-10-01 01:02:04.500000+00:00;0;62;-665.758;-403.377;-637.211;0;0;0;-147;0;0;27.06224;;;
7007078;D9163AA3B98F;3986;1;2023-10-01 01:02:35.500000+00:00;0;61;-658.559;-329.652;-659.055;0;0;0;-153;0;0;27.06224;;;
7007079;D9163AA3B98F;3986;1;2023-10-01 01:03:05.500000+00:00;0;61;-625.296;-378.057;-675.935;0;0;0;-150;0;0;27.06224;;;
7007080;D9163AA3B98F;3986;1;2023-10-01 01:03:36.500000+00:00;0;61;-671.715;-337.099;-677.176;0;0;0;-153;0;0;27.06224;;;
7007081;D9163AA3B98F;3986;1;2023-10-01 01:04:06.500000+00:00;0;61;-661.29;-373.341;-655.332;0;0;0;-150;0;0;27.06224;;;
7007082;D9163AA3B98F;3986;1;2023-10-01 01:04:37.500000+00:00;0;60;-655.828;-424.973;-657.07;0;0;0;-147;0;0;27.06224;;;
7007083;D9163AA3B98F;3986;1;2023-10-01 01:05:07.500000+00:00;0;61;-649.871;-396.426;-653.843;0;0;0;-148;0;0;27.06224;;;
7007084;D9163AA3B98F;3986;1;2023-10-01 01:05:38.500000+00:00;0;60;-657.07;-401.887;-641.183;0;0;0;-147;0;0;26.810646;;;
7007085;D9163AA3B98F;3986;1;2023-10-01 01:06:08.500000+00:00;0;60;-664.268;-345.042;-620.828;0;0;0;-150;0;0;27.06224;;;
7007086;D9163AA3B98F;3986;1;2023-10-01 01:06:39.500000+00:00;0;61;-690.333;-342.063;-676.183;0;0;0;-153;0;0;27.06224;;;
7007087;D9163AA3B98F;3986;1;2023-10-01 01:07:09.500000+00:00;0;61;-662.282;-361.922;-665.509;0;0;0;-151;0;0;27.06224;;;
7007088;D9163AA3B98F;3986;1;2023-10-01 01:07:40.500000+00:00;0;61;-663.772;-315.254;-671.219;0;0;0;-154;0;0;27.06224;;;
7007089;D9163AA3B98F;3986;1;2023-10-01 01:08:10.500000+00:00;0;60;-659.055;-370.858;-657.814;0;0;0;-150;0;0;26.810646;;;
7007090;D9163AA3B98F;3986;1;2023-10-01 01:08:41.500000+00:00;0;61;-667.992;-330.148;-693.063;0;0;0;-154;0;0;26.810646;;;
7007091;D9163AA3B98F;3986;1;2023-10-01 01:09:11.500000+00:00;0;61;-665.509;-371.603;-652.85;0;0;0;-150;0;0;27.06224;;;
7007092;D9163AA3B98F;3986;1;2023-10-01 01:09:42.500000+00:00;0;61;-661.786;-382.773;-654.587;0;0;0;-149;0;0;27.06224;;;
7007093;D9163AA3B98F;3986;1;2023-10-01 01:10:12.500000+00:00;0;62;-620.828;-340.078;-658.063;0;0;0;-152;0;0;27.06224;;;
7007094;D9163AA3B98F;3986;1;2023-10-01 01:10:43.500000+00:00;0;61;-662.282;-400.398;-665.013;0;0;0;-148;0;0;27.06224;;;
7007095;D9163AA3B98F;3986;1;2023-10-01 01:11:13.500000+00:00;0;62;-667.744;-466.924;-626.041;0;0;0;-143;0;0;27.06224;;;
7007096;D9163AA3B98F;3986;1;2023-10-01 01:11:44.500000+00:00;0;62;-654.091;-412.065;-653.346;0;0;0;-147;0;0;27.06224;;;
7007097;D9163AA3B98F;3986;1;2023-10-01 01:12:14.500000+00:00;0;61;-668.736;-408.093;-638.204;0;0;0;-147;0;0;27.06224;;;
7007098;D9163AA3B98F;3986;1;2023-10-01 01:12:45.500000+00:00;0;61;-653.843;-411.817;-631.998;0;0;0;-146;0;0;27.06224;;;
7007099;D9163AA3B98F;3986;1;2023-10-01 01:13:16.500000+00:00;0;62;-650.864;-337.347;-657.566;0;0;0;-152;0;0;27.06224;;;
7007100;D9163AA3B98F;3986;1;2023-10-01 01:13:46.500000+00:00;0;61;-689.836;-405.859;-672.46;0;0;0;-148;0;0;27.06224;;;
7007101;D9163AA3B98F;3986;1;2023-10-01 01:14:17.500000+00:00;0;61;-687.602;-365.149;-636.963;0;0;0;-150;0;0;27.06224;;;
7007102;D9163AA3B98F;3986;1;2023-10-01 01:14:47.500000+00:00;0;60;-676.68;-377.809;-649.623;0;0;0;-149;0;0;27.06224;;;
7007103;D9163AA3B98F;3986;1;2023-10-01 01:15:18.500000+00:00;0;61;-635.225;-376.568;-629.764;0;0;0;-149;0;0;27.31084;;;
7007104;D9163AA3B98F;3986;1;2023-10-01 01:15:48.500000+00:00;0;61;-683.382;-425.966;-628.523;0;0;0;-145;0;0;27.06224;;;
7007105;D9163AA3B98F;3986;1;2023-10-01 01:16:19.500000+00:00;0;61;-685.864;-425.966;-629.268;0;0;0;-145;0;0;27.06224;;;
7007106;D9163AA3B98F;3986;1;2023-10-01 01:16:49.500000+00:00;0;61;-645.651;-390.965;-635.225;0;0;0;-148;0;0;27.06224;;;
7007107;D9163AA3B98F;3986;1;2023-10-01 01:17:20.500000+00:00;0;62;-662.531;-395.185;-668.736;0;0;0;-149;0;0;27.31084;;;
7007108;D9163AA3B98F;3986;1;2023-10-01 01:17:50.500000+00:00;0;62;-787.64;-341.07;-646.892;0;0;0;-152;0;0;27.31084;;;
7007109;D9163AA3B98F;3986;1;2023-10-01 01:18:21.500000+00:00;0;60;-651.36;-374.334;-659.304;0;0;0;-150;0;0;27.31084;;;
7007110;D9163AA3B98F;3986;1;2023-10-01 01:18:51.500000+00:00;0;61;-658.807;-387.986;-680.652;0;0;0;-150;0;0;27.31084;;;
7007111;D9163AA3B98F;3986;1;2023-10-01 01:19:22.500000+00:00;0;61;-661.538;-352.489;-678.666;0;0;0;-152;0;0;27.06224;;;
7007112;D9163AA3B98F;3986;1;2023-10-01 01:19:52.500000+00:00;0;61;-632.743;-386.745;-660.545;0;0;0;-149;0;0;27.31084;;;
7007113;D9163AA3B98F;3986;1;2023-10-01 01:20:23.500000+00:00;0;61;-638.7;-397.419;-650.616;0;0;0;-148;0;0;27.31084;;;
7007114;D9163AA3B98F;3986;1;2023-10-01 01:20:53.500000+00:00;0;61;-648.878;-397.667;-644.658;0;0;0;-148;0;0;27.31084;;;
7007115;D9163AA3B98F;3986;1;2023-10-01 01:21:24.500000+00:00;0;62;-683.134;-385.752;-642.672;0;0;0;-149;0;0;27.31084;;;
7007116;D9163AA3B98F;3986;1;2023-10-01 01:21:54.500000+00:00;0;61;-640.19;-347.773;-654.587;0;0;0;-152;0;0;27.31084;;;
7007117;D9163AA3B98F;3986;1;2023-10-01 01:22:25.500000+00:00;0;61;-668.736;-385.256;-654.835;0;0;0;-149;0;0;27.811035;;;
7007118;D9163AA3B98F;3986;1;2023-10-01 01:22:55.500000+00:00;0;62;-668.24;-321.46;-667.247;0;0;0;-154;0;0;27.811035;;;
7007119;D9163AA3B98F;3986;1;2023-10-01 01:23:26.500000+00:00;0;61;-709.446;-334.368;-672.212;0;0;0;-153;0;0;27.31084;;;
7007120;D9163AA3B98F;3986;1;2023-10-01 01:23:56.500000+00:00;0;62;-680.155;-381.781;-648.63;0;0;0;-149;0;0;27.31084;;;
7007121;D9163AA3B98F;3986;1;2023-10-01 01:24:27.500000+00:00;0;61;-701.255;-354.227;-654.339;0;0;0;-151;0;0;27.811035;;;
7007122;D9163AA3B98F;3986;1;2023-10-01 01:24:57.500000+00:00;0;61;-682.637;-350.503;-680.9;0;0;0;-152;0;0;27.811035;;;
7007123;D9163AA3B98F;3986;1;2023-10-01 01:25:28.500000+00:00;0;61;-648.63;-278.02;-660.545;0;0;0;-157;0;0;27.811035;;;
7007124;D9163AA3B98F;3986;1;2023-10-01 01:25:59.500000+00:00;0;61;-666.254;-373.341;-647.389;0;0;0;-150;0;0;27.811035;;;
